"Chromosome","Strand","Bin","Allele","Clone"
"1",1,408,"A",2
"1",1,409,"A",2
"1",1,410,"A",2
"1",1,411,"A",2
"1",1,412,"A",2
"1",1,413,"A",2
"1",1,414,"A",2
"1",1,415,"A",2
"1",1,416,"A",2
"1",1,417,"A",2
"1",1,418,"A",2
"1",1,419,"A",2
"1",1,420,"A",2
"1",1,421,"A",2
"1",1,422,"A",2
"1",1,423,"A",2
"1",1,424,"A",2
"1",1,425,"A",2
"1",1,426,"A",2
"1",1,427,"A",2
"1",1,428,"A",2
"1",1,429,"A",2
"1",1,430,"A",2
"1",1,431,"A",2
"1",1,432,"A",2
"1",1,433,"A",2
"1",1,434,"A",2
"1",1,435,"A",2
"1",1,436,"A",2
"1",1,437,"A",2
"1",1,438,"A",2
"1",1,439,"A",2
"1",1,440,"A",2
"1",1,441,"A",2
"1",1,442,"A",2
"1",1,443,"A",2
"1",1,444,"A",2
"1",1,445,"A",2
"1",1,446,"A",2
"1",1,447,"A",2
"1",1,448,"A",2
"1",1,449,"A",2
"1",1,450,"A",2
"1",1,451,"A",2
"1",1,452,"A",2
"1",1,453,"A",2
"1",1,454,"A",2
"1",1,455,"A",2
"1",1,456,"A",2
"1",1,457,"A",2
"1",1,458,"A",2
"1",1,459,"A",2
"1",1,460,"A",2
"1",1,461,"A",2
"1",1,462,"A",2
"1",1,463,"A",2
"1",1,464,"A",2
"1",1,465,"A",2
"1",1,466,"A",2
"1",1,467,"A",2
"1",1,468,"A",2
"1",1,469,"A",2
"1",1,470,"A",2
"1",1,471,"A",2
"1",1,472,"A",2
"1",1,473,"A",2
"1",1,474,"A",2
"1",1,475,"A",2
"1",1,476,"A",2
"1",1,477,"A",2
"1",1,478,"A",2
"1",1,479,"A",2
"1",1,480,"A",2
"1",1,481,"A",2
"1",1,482,"A",2
"1",1,483,"A",2
"1",1,484,"A",2
"1",1,485,"A",2
"1",1,486,"A",2
"1",1,487,"A",2
"1",1,488,"A",2
"1",1,489,"A",2
"1",1,490,"A",2
"1",1,491,"A",2
"1",1,492,"A",2
"1",1,493,"A",2
"1",1,494,"A",2
"1",1,495,"A",2
"1",1,496,"A",2
"1",1,497,"A",2
"1",1,498,"A",2
"2",1,1,"A",2
"2",1,2,"A",2
"2",1,3,"A",2
"2",1,4,"A",2
"2",1,5,"A",2
"2",1,6,"A",2
"2",1,7,"A",2
"2",1,8,"A",2
"2",1,9,"A",2
"2",1,10,"A",2
"2",1,11,"A",2
"2",1,12,"A",2
"2",1,13,"A",2
"2",1,14,"A",2
"2",1,15,"A",2
"2",1,16,"A",2
"2",1,17,"A",2
"2",1,18,"A",2
"2",1,19,"A",2
"2",1,20,"A",2
"2",1,21,"A",2
"2",1,22,"A",2
"2",1,23,"A",2
"2",1,24,"A",2
"2",1,25,"A",2
"2",1,26,"A",2
"2",1,27,"A",2
"2",1,28,"A",2
"2",1,29,"A",2
"2",1,30,"A",2
"2",1,31,"A",2
"2",1,32,"A",2
"2",1,33,"A",2
"2",1,34,"A",2
"2",1,35,"A",2
"2",1,36,"A",2
"2",1,37,"A",2
"2",1,38,"A",2
"2",1,39,"A",2
"2",1,40,"A",2
"2",1,41,"A",2
"2",1,42,"A",2
"2",1,43,"A",2
"2",1,44,"A",2
"2",1,45,"A",2
"2",1,46,"A",2
"2",1,47,"A",2
"2",1,48,"A",2
"2",1,49,"A",2
"2",1,50,"A",2
"2",1,51,"A",2
"2",1,52,"A",2
"2",1,53,"A",2
"2",1,54,"A",2
"2",1,55,"A",2
"2",1,56,"A",2
"2",1,57,"A",2
"2",1,58,"A",2
"2",1,59,"A",2
"2",1,60,"A",2
"2",1,61,"A",2
"2",1,62,"A",2
"2",1,63,"A",2
"2",1,64,"A",2
"2",1,65,"A",2
"2",1,66,"A",2
"2",1,67,"A",2
"2",1,68,"A",2
"2",1,69,"A",2
"2",1,70,"A",2
"2",1,71,"A",2
"2",1,72,"A",2
"2",1,73,"A",2
"2",1,74,"A",2
"2",1,75,"A",2
"2",1,76,"A",2
"2",1,77,"A",2
"2",1,78,"A",2
"2",1,79,"A",2
"2",1,80,"A",2
"2",1,81,"A",2
"2",1,82,"A",2
"2",1,83,"A",2
"2",1,84,"A",2
"2",1,85,"A",2
"2",1,86,"A",2
"2",1,87,"A",2
"2",1,88,"A",2
"2",1,89,"A",2
"2",1,90,"A",2
"2",1,91,"A",2
"2",1,92,"A",2
"2",1,93,"A",2
"2",1,94,"A",2
"2",1,95,"A",2
"2",1,96,"A",2
"2",1,97,"A",2
"2",1,98,"A",2
"2",1,99,"A",2
"2",1,100,"A",2
"2",1,101,"A",2
"2",1,102,"A",2
"2",1,103,"A",2
"2",1,104,"A",2
"2",1,105,"A",2
"2",1,106,"A",2
"2",1,107,"A",2
"2",1,108,"A",2
"2",1,109,"A",2
"2",1,110,"A",2
"2",1,111,"A",2
"2",1,112,"A",2
"2",1,113,"A",2
"2",1,114,"A",2
"2",1,115,"A",2
"2",1,116,"A",2
"2",1,117,"A",2
"2",1,118,"A",2
"2",1,119,"A",2
"2",1,120,"A",2
"2",1,121,"A",2
"2",1,122,"A",2
"2",1,123,"A",2
"2",1,124,"A",2
"2",1,125,"A",2
"2",1,126,"A",2
"2",1,127,"A",2
"2",1,128,"A",2
"2",1,129,"A",2
"2",1,130,"A",2
"2",1,131,"A",2
"2",1,132,"A",2
"2",1,133,"A",2
"2",1,134,"A",2
"2",1,135,"A",2
"2",1,136,"A",2
"2",1,137,"A",2
"2",1,138,"A",2
"2",1,139,"A",2
"2",1,140,"A",2
"2",1,141,"A",2
"2",1,142,"A",2
"2",1,143,"A",2
"2",1,144,"A",2
"2",1,145,"A",2
"2",1,146,"A",2
"2",1,147,"A",2
"2",1,148,"A",2
"2",1,149,"A",2
"2",1,150,"A",2
"2",1,151,"A",2
"2",1,152,"A",2
"2",1,153,"A",2
"2",1,154,"A",2
"2",1,155,"A",2
"2",1,156,"A",2
"2",1,157,"A",2
"2",1,158,"A",2
"2",1,159,"A",2
"2",1,160,"A",2
"2",1,161,"A",2
"2",1,162,"A",2
"2",1,163,"A",2
"2",1,164,"A",2
"2",1,165,"A",2
"2",1,166,"A",2
"2",1,167,"A",2
"2",1,168,"A",2
"2",1,169,"A",2
"2",1,170,"A",2
"2",1,171,"A",2
"2",1,172,"A",2
"2",1,173,"A",2
"2",1,174,"A",2
"2",1,175,"A",2
"2",1,176,"A",2
"2",1,177,"A",2
"2",1,178,"A",2
"2",1,179,"A",2
"2",1,180,"A",2
"2",1,181,"A",2
"2",1,182,"A",2
"2",1,183,"A",2
"2",1,184,"A",2
"2",1,185,"A",2
"2",1,186,"A",2
"2",1,187,"A",2
"2",1,188,"A",2
"2",1,189,"A",2
"2",1,190,"A",2
"2",1,191,"A",2
"2",1,192,"A",2
"2",1,193,"A",2
"2",1,194,"A",2
"2",1,195,"A",2
"2",1,196,"A",2
"2",1,197,"A",2
"2",1,198,"A",2
"2",1,199,"A",2
"2",1,200,"A",2
"2",1,201,"A",2
"2",1,202,"A",2
"2",1,203,"A",2
"2",1,204,"A",2
"2",1,205,"A",2
"2",1,206,"A",2
"2",1,207,"A",2
"2",1,208,"A",2
"2",1,209,"A",2
"2",1,210,"A",2
"2",1,211,"A",2
"2",1,212,"A",2
"2",1,213,"A",2
"2",1,214,"A",2
"2",1,215,"A",2
"2",1,216,"A",2
"2",1,217,"A",2
"2",1,218,"A",2
"2",1,219,"A",2
"2",1,220,"A",2
"2",1,221,"A",2
"2",1,222,"A",2
"2",1,223,"A",2
"2",1,224,"A",2
"2",1,225,"A",2
"2",1,226,"A",2
"2",1,227,"A",2
"2",1,228,"A",2
"2",1,229,"A",2
"2",1,230,"A",2
"2",1,231,"A",2
"2",1,232,"A",2
"2",1,233,"A",2
"2",1,234,"A",2
"2",1,235,"A",2
"2",1,236,"A",2
"2",1,237,"A",2
"2",1,238,"A",2
"2",1,239,"A",2
"2",1,240,"A",2
"2",1,241,"A",2
"2",1,242,"A",2
"2",1,243,"A",2
"2",1,244,"A",2
"2",1,245,"A",2
"2",1,246,"A",2
"2",1,247,"A",2
"2",1,248,"A",2
"2",1,249,"A",2
"2",1,250,"A",2
"2",1,251,"A",2
"2",1,252,"A",2
"2",1,253,"A",2
"2",1,254,"A",2
"2",1,255,"A",2
"2",1,256,"A",2
"2",1,257,"A",2
"2",1,258,"A",2
"2",1,259,"A",2
"2",1,260,"A",2
"2",1,261,"A",2
"2",1,262,"A",2
"2",1,263,"A",2
"2",1,264,"A",2
"2",1,265,"A",2
"2",1,266,"A",2
"2",1,267,"A",2
"2",1,268,"A",2
"2",1,269,"A",2
"2",1,270,"A",2
"2",1,271,"A",2
"2",1,272,"A",2
"2",1,273,"A",2
"2",1,274,"A",2
"2",1,275,"A",2
"2",1,276,"A",2
"2",1,277,"A",2
"2",1,278,"A",2
"2",1,279,"A",2
"2",1,280,"A",2
"2",1,281,"A",2
"2",1,282,"A",2
"2",1,283,"A",2
"2",1,284,"A",2
"2",1,285,"A",2
"2",1,286,"A",2
"2",1,287,"A",2
"2",1,288,"A",2
"2",1,289,"A",2
"2",1,290,"A",2
"2",1,291,"A",2
"2",1,292,"A",2
"2",1,293,"A",2
"2",1,294,"A",2
"2",1,295,"A",2
"2",1,296,"A",2
"2",1,297,"A",2
"2",1,298,"A",2
"2",1,299,"A",2
"2",1,300,"A",2
"2",1,301,"A",2
"2",1,302,"A",2
"2",1,303,"A",2
"2",1,304,"A",2
"2",1,305,"A",2
"2",1,306,"A",2
"2",1,307,"A",2
"2",1,308,"A",2
"2",1,309,"A",2
"2",1,310,"A",2
"2",1,311,"A",2
"2",1,312,"A",2
"2",1,313,"A",2
"2",1,314,"A",2
"2",1,315,"A",2
"2",1,316,"A",2
"2",1,317,"A",2
"2",1,318,"A",2
"2",1,319,"A",2
"2",1,320,"A",2
"2",1,321,"A",2
"2",1,322,"A",2
"2",1,323,"A",2
"2",1,324,"A",2
"2",1,325,"A",2
"2",1,326,"A",2
"2",1,327,"A",2
"2",1,328,"A",2
"2",1,329,"A",2
"2",1,330,"A",2
"2",1,331,"A",2
"2",1,332,"A",2
"2",1,333,"A",2
"2",1,334,"A",2
"2",1,335,"A",2
"2",1,336,"A",2
"2",1,337,"A",2
"2",1,338,"A",2
"2",1,339,"A",2
"2",1,340,"A",2
"2",1,341,"A",2
"2",1,342,"A",2
"2",1,343,"A",2
"2",1,344,"A",2
"2",1,345,"A",2
"2",1,346,"A",2
"2",1,347,"A",2
"2",1,348,"A",2
"2",1,349,"A",2
"2",1,350,"A",2
"2",1,351,"A",2
"2",1,352,"A",2
"2",1,353,"A",2
"2",1,354,"A",2
"2",1,355,"A",2
"2",1,356,"A",2
"2",1,357,"A",2
"2",1,358,"A",2
"2",1,359,"A",2
"2",1,360,"A",2
"2",1,361,"A",2
"2",1,362,"A",2
"2",1,363,"A",2
"2",1,364,"A",2
"2",1,365,"A",2
"2",1,366,"A",2
"2",1,367,"A",2
"2",1,368,"A",2
"2",1,369,"A",2
"2",1,370,"A",2
"2",1,371,"A",2
"2",1,372,"A",2
"2",1,373,"A",2
"2",1,374,"A",2
"2",1,375,"A",2
"2",1,376,"A",2
"2",1,377,"A",2
"2",1,378,"A",2
"2",1,379,"A",2
"2",1,380,"A",2
"2",1,381,"A",2
"2",1,382,"A",2
"2",1,383,"A",2
"2",1,384,"A",2
"2",1,385,"A",2
"2",1,386,"A",2
"2",1,387,"A",2
"2",1,388,"A",2
"2",1,389,"A",2
"2",1,390,"A",2
"2",1,391,"A",2
"2",1,392,"A",2
"2",1,393,"A",2
"2",1,394,"A",2
"2",1,395,"A",2
"2",1,396,"A",2
"2",1,397,"A",2
"2",1,398,"A",2
"2",1,399,"A",2
"2",1,400,"A",2
"2",1,401,"A",2
"2",1,402,"A",2
"2",1,403,"A",2
"2",1,404,"A",2
"2",1,405,"A",2
"2",1,406,"A",2
"2",1,407,"A",2
"2",1,408,"A",2
"2",1,409,"A",2
"2",1,410,"A",2
"2",1,411,"A",2
"2",1,412,"A",2
"2",1,413,"A",2
"2",1,414,"A",2
"2",1,415,"A",2
"2",1,416,"A",2
"2",1,417,"A",2
"2",1,418,"A",2
"2",1,419,"A",2
"2",1,420,"A",2
"2",1,421,"A",2
"2",1,422,"A",2
"2",1,423,"A",2
"2",1,424,"A",2
"2",1,425,"A",2
"2",1,426,"A",2
"2",1,427,"A",2
"2",1,428,"A",2
"2",1,429,"A",2
"2",1,430,"A",2
"2",1,431,"A",2
"2",1,432,"A",2
"2",1,433,"A",2
"2",1,434,"A",2
"2",1,435,"A",2
"2",1,436,"A",2
"2",1,437,"A",2
"2",1,438,"A",2
"2",1,439,"A",2
"2",1,440,"A",2
"2",1,441,"A",2
"2",1,442,"A",2
"2",1,443,"A",2
"2",1,444,"A",2
"2",1,445,"A",2
"2",1,446,"A",2
"2",1,447,"A",2
"2",1,448,"A",2
"2",1,449,"A",2
"2",1,450,"A",2
"2",1,451,"A",2
"2",1,452,"A",2
"2",1,453,"A",2
"2",1,454,"A",2
"2",1,455,"A",2
"2",1,456,"A",2
"2",1,457,"A",2
"2",1,458,"A",2
"2",1,459,"A",2
"2",1,460,"A",2
"2",1,461,"A",2
"2",1,462,"A",2
"2",1,463,"A",2
"2",1,464,"A",2
"2",1,465,"A",2
"2",1,466,"A",2
"2",1,467,"A",2
"2",1,468,"A",2
"2",1,469,"A",2
"2",1,470,"A",2
"2",1,471,"A",2
"2",1,472,"A",2
"2",1,473,"A",2
"2",1,474,"A",2
"2",1,475,"A",2
"2",1,476,"A",2
"2",1,477,"A",2
"2",1,478,"A",2
"2",1,479,"A",2
"2",1,480,"A",2
"2",1,481,"A",2
"2",1,482,"A",2
"2",1,483,"A",2
"2",1,484,"A",2
"2",1,485,"A",2
"3",1,1,"A",2
"3",1,2,"A",2
"3",1,3,"A",2
"3",1,4,"A",2
"3",1,5,"A",2
"3",1,6,"A",2
"3",1,7,"A",2
"3",1,8,"A",2
"3",1,9,"A",2
"3",1,10,"A",2
"3",1,11,"A",2
"3",1,12,"A",2
"3",1,13,"A",2
"3",1,14,"A",2
"3",1,15,"A",2
"3",1,16,"A",2
"3",1,17,"A",2
"3",1,18,"A",2
"3",1,19,"A",2
"3",1,20,"A",2
"3",1,21,"A",2
"3",1,22,"A",2
"3",1,23,"A",2
"3",1,24,"A",2
"3",1,25,"A",2
"3",1,26,"A",2
"3",1,27,"A",2
"3",1,28,"A",2
"3",1,29,"A",2
"3",1,30,"A",2
"3",1,31,"A",2
"3",1,32,"A",2
"3",1,33,"A",2
"3",1,34,"A",2
"3",1,35,"A",2
"3",1,36,"A",2
"3",1,37,"A",2
"3",1,38,"A",2
"3",1,39,"A",2
"3",1,40,"A",2
"3",1,41,"A",2
"3",1,42,"A",2
"3",1,43,"A",2
"3",1,44,"A",2
"3",1,45,"A",2
"3",1,46,"A",2
"3",1,47,"A",2
"3",1,48,"A",2
"3",1,49,"A",2
"3",1,50,"A",2
"3",1,51,"A",2
"3",1,52,"A",2
"3",1,53,"A",2
"3",1,54,"A",2
"3",1,55,"A",2
"3",1,56,"A",2
"3",1,57,"A",2
"3",1,58,"A",2
"3",1,59,"A",2
"3",1,60,"A",2
"3",1,61,"A",2
"3",1,62,"A",2
"3",1,63,"A",2
"3",1,64,"A",2
"3",1,65,"A",2
"3",1,66,"A",2
"3",1,67,"A",2
"3",1,68,"A",2
"3",1,69,"A",2
"3",1,70,"A",2
"3",1,71,"A",2
"3",1,72,"A",2
"3",1,73,"A",2
"3",1,74,"A",2
"3",1,75,"A",2
"3",1,76,"A",2
"3",1,77,"A",2
"3",1,78,"A",2
"3",1,79,"A",2
"3",1,80,"A",2
"3",1,81,"A",2
"3",1,82,"A",2
"3",1,83,"A",2
"3",1,84,"A",2
"3",1,85,"A",2
"3",1,86,"A",2
"3",1,87,"A",2
"3",1,88,"A",2
"3",1,89,"A",2
"3",1,90,"A",2
"3",1,91,"A",2
"3",1,92,"A",2
"3",1,93,"A",2
"3",1,94,"A",2
"3",1,95,"A",2
"3",1,96,"A",2
"3",1,97,"A",2
"3",1,98,"A",2
"3",1,99,"A",2
"3",1,100,"A",2
"3",1,101,"A",2
"3",1,102,"A",2
"3",1,103,"A",2
"3",1,104,"A",2
"3",1,105,"A",2
"3",1,106,"A",2
"3",1,107,"A",2
"3",1,108,"A",2
"3",1,109,"A",2
"3",1,110,"A",2
"3",1,111,"A",2
"3",1,112,"A",2
"3",1,113,"A",2
"3",1,114,"A",2
"3",1,115,"A",2
"3",1,116,"A",2
"3",1,117,"A",2
"3",1,118,"A",2
"3",1,119,"A",2
"3",1,120,"A",2
"3",1,121,"A",2
"3",1,122,"A",2
"3",1,123,"A",2
"3",1,124,"A",2
"3",1,125,"A",2
"3",1,126,"A",2
"3",1,127,"A",2
"3",1,128,"A",2
"3",1,129,"A",2
"3",1,130,"A",2
"3",1,131,"A",2
"3",1,132,"A",2
"3",1,133,"A",2
"3",1,134,"A",2
"3",1,135,"A",2
"3",1,136,"A",2
"3",1,137,"A",2
"3",1,138,"A",2
"3",1,139,"A",2
"3",1,140,"A",2
"3",1,141,"A",2
"3",1,142,"A",2
"3",1,143,"A",2
"3",1,144,"A",2
"3",1,145,"A",2
"3",1,146,"A",2
"3",1,147,"A",2
"3",1,148,"A",2
"3",1,149,"A",2
"3",1,150,"A",2
"3",1,151,"A",2
"3",1,152,"A",2
"3",1,153,"A",2
"3",1,154,"A",2
"3",1,155,"A",2
"3",1,156,"A",2
"3",1,157,"A",2
"3",1,158,"A",2
"3",1,159,"A",2
"3",1,160,"A",2
"3",1,161,"A",2
"3",1,162,"A",2
"3",1,163,"A",2
"3",1,164,"A",2
"3",1,165,"A",2
"3",1,166,"A",2
"3",1,167,"A",2
"3",1,168,"A",2
"3",1,169,"A",2
"3",1,170,"A",2
"3",1,171,"A",2
"3",1,172,"A",2
"3",1,173,"A",2
"3",1,174,"A",2
"3",1,175,"A",2
"3",1,176,"A",2
"3",1,177,"A",2
"3",1,178,"A",2
"3",1,179,"A",2
"3",1,180,"A",2
"3",1,181,"A",2
"3",1,182,"A",2
"3",1,183,"A",2
"3",1,184,"A",2
"3",1,185,"A",2
"3",1,186,"A",2
"3",1,187,"A",2
"3",1,188,"A",2
"3",1,189,"A",2
"3",1,190,"A",2
"3",1,191,"A",2
"3",1,192,"A",2
"3",1,193,"A",2
"3",1,194,"A",2
"3",1,195,"A",2
"3",1,196,"A",2
"3",1,197,"A",2
"3",1,198,"A",2
"3",1,199,"A",2
"3",1,200,"A",2
"3",1,201,"A",2
"3",1,202,"A",2
"3",1,203,"A",2
"3",1,204,"A",2
"3",1,205,"A",2
"3",1,206,"A",2
"3",1,207,"A",2
"3",1,208,"A",2
"3",1,209,"A",2
"3",1,210,"A",2
"3",1,211,"A",2
"3",1,212,"A",2
"3",1,213,"A",2
"3",1,214,"A",2
"3",1,215,"A",2
"3",1,216,"A",2
"3",1,217,"A",2
"3",1,218,"A",2
"3",1,219,"A",2
"3",1,220,"A",2
"3",1,221,"A",2
"3",1,222,"A",2
"3",1,223,"A",2
"3",1,224,"A",2
"3",1,225,"A",2
"3",1,226,"A",2
"3",1,227,"A",2
"3",1,228,"A",2
"3",1,229,"A",2
"3",1,230,"A",2
"3",1,231,"A",2
"3",1,232,"A",2
"3",1,233,"A",2
"3",1,234,"A",2
"3",1,235,"A",2
"3",1,236,"A",2
"3",1,237,"A",2
"3",1,238,"A",2
"3",1,239,"A",2
"3",1,240,"A",2
"3",1,241,"A",2
"3",1,242,"A",2
"3",1,243,"A",2
"3",1,244,"A",2
"3",1,245,"A",2
"3",1,246,"A",2
"3",1,247,"A",2
"3",1,248,"A",2
"3",1,249,"A",2
"3",1,250,"A",2
"3",1,251,"A",2
"3",1,252,"A",2
"3",1,253,"A",2
"3",1,254,"A",2
"3",1,255,"A",2
"3",1,256,"A",2
"3",1,257,"A",2
"3",1,258,"A",2
"3",1,259,"A",2
"3",1,260,"A",2
"3",1,261,"A",2
"3",1,262,"A",2
"3",1,263,"A",2
"3",1,264,"A",2
"3",1,265,"A",2
"3",1,266,"A",2
"3",1,267,"A",2
"3",1,268,"A",2
"3",1,269,"A",2
"3",1,270,"A",2
"3",1,271,"A",2
"3",1,272,"A",2
"3",1,273,"A",2
"3",1,274,"A",2
"3",1,275,"A",2
"3",1,276,"A",2
"3",1,277,"A",2
"3",1,278,"A",2
"3",1,279,"A",2
"3",1,280,"A",2
"3",1,281,"A",2
"3",1,282,"A",2
"3",1,283,"A",2
"3",1,284,"A",2
"3",1,285,"A",2
"3",1,286,"A",2
"3",1,287,"A",2
"3",1,288,"A",2
"3",1,289,"A",2
"3",1,290,"A",2
"3",1,291,"A",2
"3",1,292,"A",2
"3",1,293,"A",2
"3",1,294,"A",2
"3",1,295,"A",2
"3",1,296,"A",2
"3",1,297,"A",2
"3",1,298,"A",2
"3",1,299,"A",2
"3",1,300,"A",2
"3",1,301,"A",2
"3",1,302,"A",2
"3",1,303,"A",2
"3",1,304,"A",2
"3",1,305,"A",2
"3",1,306,"A",2
"3",1,307,"A",2
"3",1,308,"A",2
"3",1,309,"A",2
"3",1,310,"A",2
"3",1,311,"A",2
"3",1,312,"A",2
"3",1,313,"A",2
"3",1,314,"A",2
"3",1,315,"A",2
"3",1,316,"A",2
"3",1,317,"A",2
"3",1,318,"A",2
"3",1,319,"A",2
"3",1,320,"A",2
"3",1,321,"A",2
"3",1,322,"A",2
"3",1,323,"A",2
"3",1,324,"A",2
"3",1,325,"A",2
"3",1,326,"A",2
"3",1,327,"A",2
"3",1,328,"A",2
"3",1,329,"A",2
"3",1,330,"A",2
"3",1,331,"A",2
"3",1,332,"A",2
"3",1,333,"A",2
"3",1,334,"A",2
"3",1,335,"A",2
"3",1,336,"A",2
"3",1,337,"A",2
"3",1,338,"A",2
"3",1,339,"A",2
"3",1,340,"A",2
"3",1,341,"A",2
"3",1,342,"A",2
"3",1,343,"A",2
"3",1,344,"A",2
"3",1,345,"A",2
"3",1,346,"A",2
"3",1,347,"A",2
"3",1,348,"A",2
"3",1,349,"A",2
"3",1,350,"A",2
"3",1,351,"A",2
"3",1,352,"A",2
"3",1,353,"A",2
"3",1,354,"A",2
"3",1,355,"A",2
"3",1,356,"A",2
"3",1,357,"A",2
"3",1,358,"A",2
"3",1,359,"A",2
"3",1,360,"A",2
"3",1,361,"A",2
"3",1,362,"A",2
"3",1,363,"A",2
"3",1,364,"A",2
"3",1,365,"A",2
"3",1,366,"A",2
"3",1,367,"A",2
"3",1,368,"A",2
"3",1,369,"A",2
"3",1,370,"A",2
"3",1,371,"A",2
"3",1,372,"A",2
"3",1,373,"A",2
"3",1,374,"A",2
"3",1,375,"A",2
"3",1,376,"A",2
"3",1,377,"A",2
"3",1,378,"A",2
"3",1,379,"A",2
"3",1,380,"A",2
"3",1,381,"A",2
"3",1,382,"A",2
"3",1,383,"A",2
"3",1,384,"A",2
"3",1,385,"A",2
"3",1,386,"A",2
"3",1,387,"A",2
"3",1,388,"A",2
"3",1,389,"A",2
"3",1,390,"A",2
"3",1,391,"A",2
"3",1,392,"A",2
"3",1,393,"A",2
"3",1,394,"A",2
"3",1,395,"A",2
"3",1,396,"A",2
"3",1,397,"A",2
"4",1,1,"A",2
"4",1,2,"A",2
"4",1,3,"A",2
"4",1,4,"A",2
"4",1,5,"A",2
"4",1,6,"A",2
"4",1,7,"A",2
"4",1,8,"A",2
"4",1,9,"A",2
"4",1,10,"A",2
"4",1,11,"A",2
"4",1,12,"A",2
"4",1,13,"A",2
"4",1,14,"A",2
"4",1,15,"A",2
"4",1,16,"A",2
"4",1,17,"A",2
"4",1,18,"A",2
"4",1,19,"A",2
"4",1,20,"A",2
"4",1,21,"A",2
"4",1,22,"A",2
"4",1,23,"A",2
"4",1,24,"A",2
"4",1,25,"A",2
"4",1,26,"A",2
"4",1,27,"A",2
"4",1,28,"A",2
"4",1,29,"A",2
"4",1,30,"A",2
"4",1,31,"A",2
"4",1,32,"A",2
"4",1,33,"A",2
"4",1,34,"A",2
"4",1,35,"A",2
"4",1,36,"A",2
"4",1,37,"A",2
"4",1,38,"A",2
"4",1,39,"A",2
"4",1,40,"A",2
"4",1,41,"A",2
"4",1,42,"A",2
"4",1,43,"A",2
"4",1,44,"A",2
"4",1,45,"A",2
"4",1,46,"A",2
"4",1,47,"A",2
"4",1,48,"A",2
"4",1,49,"A",2
"4",1,50,"A",2
"4",1,51,"A",2
"4",1,52,"A",2
"4",1,53,"A",2
"4",1,54,"A",2
"4",1,55,"A",2
"4",1,56,"A",2
"4",1,57,"A",2
"4",1,58,"A",2
"4",1,59,"A",2
"4",1,60,"A",2
"4",1,61,"A",2
"4",1,62,"A",2
"4",1,63,"A",2
"4",1,64,"A",2
"4",1,65,"A",2
"4",1,66,"A",2
"4",1,67,"A",2
"4",1,68,"A",2
"4",1,69,"A",2
"4",1,70,"A",2
"4",1,71,"A",2
"4",1,72,"A",2
"4",1,73,"A",2
"4",1,74,"A",2
"4",1,75,"A",2
"4",1,76,"A",2
"4",1,77,"A",2
"4",1,78,"A",2
"4",1,79,"A",2
"4",1,80,"A",2
"4",1,81,"A",2
"4",1,82,"A",2
"4",1,83,"A",2
"4",1,84,"A",2
"4",1,85,"A",2
"4",1,86,"A",2
"4",1,87,"A",2
"4",1,88,"A",2
"4",1,89,"A",2
"4",1,90,"A",2
"4",1,91,"A",2
"4",1,92,"A",2
"4",1,93,"A",2
"4",1,94,"A",2
"4",1,95,"A",2
"4",1,96,"A",2
"4",1,97,"A",2
"4",1,98,"A",2
"4",1,99,"A",2
"4",1,100,"A",2
"4",1,101,"A",2
"4",1,102,"A",2
"4",1,103,"A",2
"4",1,104,"A",2
"4",1,105,"A",2
"4",1,106,"A",2
"4",1,107,"A",2
"4",1,108,"A",2
"4",1,109,"A",2
"4",1,110,"A",2
"4",1,111,"A",2
"4",1,112,"A",2
"4",1,113,"A",2
"4",1,114,"A",2
"4",1,115,"A",2
"4",1,116,"A",2
"4",1,117,"A",2
"4",1,118,"A",2
"4",1,119,"A",2
"4",1,120,"A",2
"4",1,121,"A",2
"4",1,122,"A",2
"4",1,123,"A",2
"4",1,124,"A",2
"4",1,125,"A",2
"4",1,126,"A",2
"4",1,127,"A",2
"4",1,128,"A",2
"4",1,129,"A",2
"4",1,130,"A",2
"4",1,131,"A",2
"4",1,132,"A",2
"4",1,133,"A",2
"4",1,134,"A",2
"4",1,135,"A",2
"4",1,136,"A",2
"4",1,137,"A",2
"4",1,138,"A",2
"4",1,139,"A",2
"4",1,140,"A",2
"4",1,141,"A",2
"4",1,142,"A",2
"4",1,143,"A",2
"4",1,144,"A",2
"4",1,145,"A",2
"4",1,146,"A",2
"4",1,147,"A",2
"4",1,148,"A",2
"4",1,149,"A",2
"4",1,150,"A",2
"4",1,151,"A",2
"4",1,152,"A",2
"4",1,153,"A",2
"4",1,154,"A",2
"4",1,155,"A",2
"4",1,156,"A",2
"4",1,157,"A",2
"4",1,158,"A",2
"4",1,159,"A",2
"4",1,160,"A",2
"4",1,161,"A",2
"4",1,162,"A",2
"4",1,163,"A",2
"4",1,164,"A",2
"4",1,165,"A",2
"4",1,166,"A",2
"4",1,167,"A",2
"4",1,168,"A",2
"4",1,169,"A",2
"4",1,170,"A",2
"4",1,171,"A",2
"4",1,172,"A",2
"4",1,173,"A",2
"4",1,174,"A",2
"4",1,175,"A",2
"4",1,176,"A",2
"4",1,177,"A",2
"4",1,178,"A",2
"4",1,179,"A",2
"4",1,180,"A",2
"4",1,181,"A",2
"4",1,182,"A",2
"4",1,183,"A",2
"4",1,184,"A",2
"4",1,185,"A",2
"4",1,186,"A",2
"4",1,187,"A",2
"4",1,188,"A",2
"4",1,189,"A",2
"4",1,190,"A",2
"4",1,191,"A",2
