"Chromosome","Bin","Clone_1_strand_1","Clone_1_strand_2","Clone_2_strand_1","Clone_2_strand_2","Clone_2_strand_3","Clone_3_strand_1","Clone_3_strand_2","Clone_4_strand_1","Clone_4_strand_2"
8,14,"A","B","A","B","NA","A","B","A","B"
8,15,"A","B","A","B","NA","A","B","A","B"
8,16,"A","B","A","B","NA","A","B","A","B"
8,17,"A","B","A","B","NA","A","B","A","B"
8,18,"A","B","A","B","NA","A","B","A","B"
8,19,"A","B","A","B","NA","A","B","A","B"
8,20,"A","B","A","B","NA","A","B","A","B"
8,21,"A","B","A","B","NA","A","B","A","B"
8,22,"A","B","A","B","NA","A","B","A","B"
8,23,"A","B","A","B","NA","A","B","A","B"
8,24,"A","B","A","B","NA","A","B","A","B"
8,25,"A","B","A","B","NA","A","B","A","B"
8,26,"A","B","A","B","NA","A","B","A","B"
8,27,"A","B","A","B","NA","A","B","A","B"
8,28,"A","B","A","B","NA","A","B","A","B"
8,29,"A","B","A","B","NA","A","B","A","B"
8,30,"A","B","A","B","NA","A","B","A","B"
8,31,"A","B","A","B","NA","A","B","A","B"
8,32,"A","B","A","B","NA","A","B","A","B"
8,33,"A","B","A","B","NA","A","B","A","B"
8,34,"A","B","A","B","NA","A","B","A","B"
8,35,"A","B","A","B","NA","A","B","A","B"
8,36,"A","B","A","B","NA","A","B","A","B"
8,37,"A","B","A","B","NA","A","B","A","B"
8,38,"A","B","A","B","NA","A","B","A","B"
8,39,"A","B","A","B","NA","A","B","A","B"
8,40,"A","B","A","B","NA","A","B","A","B"
8,41,"A","B","A","B","NA","A","B","A","B"
8,42,"A","B","A","B","NA","A","B","A","B"
8,43,"A","B","A","B","NA","A","B","A","B"
8,44,"A","B","A","B","NA","A","B","A","B"
8,45,"A","B","A","B","NA","A","B","A","B"
8,46,"A","B","A","B","NA","A","B","A","B"
8,47,"A","B","A","B","NA","A","B","A","B"
8,48,"A","B","A","B","NA","A","B","A","B"
8,49,"A","B","A","B","NA","A","B","A","B"
8,50,"A","B","A","B","NA","A","B","A","B"
8,51,"A","B","A","B","NA","A","B","A","B"
8,52,"A","B","A","B","NA","A","B","A","B"
8,53,"A","B","A","B","NA","A","B","A","B"
8,54,"A","B","A","B","NA","A","B","A","B"
8,55,"A","B","A","B","NA","A","B","A","B"
8,56,"A","B","A","B","NA","A","B","A","B"
8,57,"A","B","A","B","NA","A","B","A","B"
8,58,"A","B","A","B","NA","A","B","A","B"
8,59,"A","B","A","B","NA","A","B","A","B"
8,60,"A","B","A","B","NA","A","B","A","B"
8,61,"A","B","A","B","NA","A","B","A","B"
8,62,"A","B","A","B","NA","A","B","A","B"
8,63,"A","B","A","B","NA","A","B","A","B"
8,64,"A","B","A","B","NA","A","B","A","B"
8,65,"A","B","A","B","NA","A","B","A","B"
8,66,"A","B","A","B","NA","A","B","A","B"
8,67,"A","B","A","B","NA","A","B","A","B"
8,68,"A","B","A","B","NA","A","B","A","B"
8,69,"A","B","A","B","NA","A","B","A","B"
8,70,"A","B","A","B","NA","A","B","A","B"
8,71,"A","B","A","B","NA","A","B","A","B"
8,72,"A","B","A","B","NA","A","B","A","B"
8,73,"A","B","A","B","NA","A","B","A","B"
8,74,"A","B","A","B","NA","A","B","A","B"
8,75,"A","B","A","B","NA","A","B","A","B"
8,76,"A","B","A","B","NA","A","B","A","B"
8,77,"A","B","A","B","NA","A","B","A","B"
8,78,"A","B","A","B","NA","A","B","A","B"
8,79,"A","B","A","B","NA","A","B","A","B"
8,80,"A","B","A","B","NA","A","B","A","B"
8,81,"A","B","A","B","NA","A","B","A","B"
8,82,"A","B","A","B","NA","A","B","A","B"
8,83,"A","B","A","B","NA","A","B","A","B"
8,84,"A","B","A","B","NA","A","B","A","B"
8,85,"A","B","A","B","NA","A","B","A","B"
8,86,"A","B","A","B","NA","A","B","A","B"
8,87,"A","B","A","B","NA","A","B","A","B"
8,88,"A","B","A","B","NA","A","B","A","B"
8,89,"A","B","A","B","NA","A","B","A","B"
8,90,"A","B","A","B","NA","A","B","A","B"
8,91,"A","B","A","B","NA","A","B","A","B"
8,92,"A","B","A","B","NA","A","B","A","B"
8,93,"A","B","A","B","NA","A","B","A","B"
8,94,"A","B","A","B","NA","A","B","A","B"
8,95,"A","B","A","B","NA","A","B","A","B"
8,96,"A","B","A","B","NA","A","B","A","B"
8,97,"A","B","A","B","NA","A","B","A","B"
8,98,"A","B","A","B","NA","A","B","A","B"
8,99,"A","B","A","B","NA","A","B","A","B"
8,100,"A","B","A","B","NA","A","B","A","B"
8,101,"A","B","A","B","NA","A","B","A","B"
8,102,"A","B","A","B","NA","A","B","A","B"
8,103,"A","B","A","B","NA","A","B","A","B"
8,104,"A","B","A","B","NA","A","B","A","B"
8,105,"A","B","A","B","NA","A","B","A","B"
8,106,"A","B","A","B","NA","A","B","A","B"
8,107,"A","B","A","B","NA","A","B","A","B"
8,108,"A","B","A","B","NA","A","B","A","B"
8,109,"A","B","A","B","NA","A","B","A","B"
8,110,"A","B","A","B","NA","A","B","A","B"
8,111,"A","B","A","B","NA","A","B","A","B"
8,112,"A","B","A","B","NA","A","B","A","B"
8,113,"A","B","A","B","NA","A","B","A","B"
8,114,"A","B","A","B","NA","A","B","A","B"
8,115,"A","B","A","B","NA","A","B","A","B"
8,116,"A","B","A","B","NA","A","B","A","B"
8,117,"A","B","A","B","NA","A","B","A","B"
8,118,"A","B","A","B","NA","A","B","A","B"
8,119,"A","B","A","B","NA","A","B","A","B"
8,120,"A","B","A","B","NA","A","B","A","B"
8,121,"A","B","A","B","NA","A","B","A","B"
8,122,"A","B","A","B","NA","A","B","A","B"
8,123,"A","B","A","B","NA","A","B","A","B"
8,124,"A","B","A","B","NA","A","B","A","B"
8,125,"A","B","A","B","NA","A","B","A","B"
8,126,"A","B","A","B","NA","A","B","A","B"
8,127,"A","B","A","B","NA","A","B","A","B"
8,128,"A","B","A","B","NA","A","B","A","B"
8,129,"A","B","A","B","NA","A","B","A","B"
8,130,"A","B","A","B","NA","A","B","A","B"
8,131,"A","B","A","B","NA","A","B","A","B"
8,132,"A","B","A","B","NA","A","B","A","B"
8,133,"A","B","A","B","NA","A","B","A","B"
8,134,"A","B","A","B","NA","A","B","A","B"
8,135,"A","B","A","B","NA","A","B","A","B"
8,136,"A","B","A","B","NA","A","B","A","B"
8,137,"A","B","A","B","NA","A","B","A","B"
8,138,"A","B","A","B","NA","A","B","A","B"
8,139,"A","B","A","B","NA","A","B","A","B"
8,140,"A","B","A","B","NA","A","B","A","B"
8,141,"A","B","A","B","NA","A","B","A","B"
8,142,"A","B","A","B","NA","A","B","A","B"
8,143,"A","B","A","B","NA","A","B","A","B"
8,144,"A","B","A","B","NA","A","B","A","B"
8,145,"A","B","A","B","NA","A","B","A","B"
8,146,"A","B","A","B","NA","A","B","A","B"
8,147,"A","B","A","B","NA","A","B","A","B"
8,148,"A","B","A","B","NA","A","B","A","B"
8,149,"A","B","A","B","NA","A","B","A","B"
8,150,"A","B","A","B","NA","A","B","A","B"
8,151,"A","B","A","B","NA","A","B","A","B"
8,152,"A","B","A","B","NA","A","B","A","B"
8,153,"A","B","A","B","NA","A","B","A","B"
8,154,"A","B","A","B","NA","A","B","A","B"
8,155,"A","B","A","B","NA","A","B","A","B"
8,156,"A","B","A","B","NA","A","B","A","B"
8,157,"A","B","A","B","NA","A","B","A","B"
8,158,"A","B","A","B","NA","A","B","A","B"
8,159,"A","B","A","B","NA","A","B","A","B"
8,160,"A","B","A","B","NA","A","B","A","B"
8,161,"A","B","A","B","NA","A","B","A","B"
8,162,"A","B","A","B","NA","A","B","A","B"
8,163,"A","B","A","B","NA","A","B","A","B"
8,164,"A","B","A","B","NA","A","B","A","B"
8,165,"A","B","A","B","NA","A","B","A","B"
8,166,"A","B","A","B","NA","A","B","A","B"
8,167,"A","B","A","B","NA","A","B","A","B"
8,168,"A","B","A","B","NA","A","B","A","B"
8,169,"A","B","A","B","NA","A","B","A","B"
8,170,"A","B","A","B","NA","A","B","A","B"
8,171,"A","B","A","B","NA","A","B","A","B"
8,172,"A","B","A","B","NA","A","B","A","B"
8,173,"A","B","A","B","NA","A","B","A","B"
8,174,"A","B","A","B","NA","A","B","A","B"
8,175,"A","B","A","B","NA","A","B","A","B"
8,176,"A","B","A","B","NA","A","B","A","B"
8,177,"A","B","A","B","NA","A","B","A","B"
8,178,"A","B","A","B","NA","A","B","A","B"
8,179,"A","B","A","B","NA","A","B","A","B"
8,180,"A","B","A","B","NA","A","B","A","B"
8,181,"A","B","A","B","NA","A","B","A","B"
8,182,"A","B","A","B","NA","A","B","A","B"
8,183,"A","B","A","B","NA","A","B","A","B"
8,184,"A","B","A","B","NA","A","B","A","B"
8,185,"A","B","A","B","NA","A","B","A","B"
8,186,"A","B","A","B","NA","A","B","A","B"
8,187,"A","B","A","B","NA","A","B","A","B"
8,188,"A","B","A","B","NA","A","B","A","B"
8,189,"A","B","A","B","NA","A","B","A","B"
8,190,"A","B","A","B","NA","A","B","A","B"
8,191,"A","B","A","B","NA","A","B","A","B"
8,192,"A","B","A","B","NA","A","B","A","B"
8,193,"A","B","A","B","NA","A","B","A","B"
8,194,"A","B","A","B","NA","A","B","A","B"
8,195,"A","B","A","B","NA","A","B","A","B"
8,196,"A","B","A","B","NA","A","B","A","B"
8,197,"A","B","A","B","NA","A","B","A","B"
8,198,"A","B","A","B","NA","A","B","A","B"
8,199,"A","B","A","B","NA","A","B","A","B"
8,200,"A","B","A","B","NA","A","B","A","B"
8,201,"A","B","A","B","NA","A","B","A","B"
8,202,"A","B","A","B","NA","A","B","A","B"
8,203,"A","B","A","B","NA","A","B","A","B"
8,204,"A","B","A","B","NA","A","B","A","B"
8,205,"A","B","A","B","NA","A","B","A","B"
8,206,"A","B","A","B","NA","A","B","A","B"
8,207,"A","B","A","B","NA","A","B","A","B"
8,208,"A","B","A","B","NA","A","B","A","B"
8,209,"A","B","A","B","NA","A","B","A","B"
8,210,"A","B","A","B","NA","A","B","A","B"
8,211,"A","B","A","B","NA","A","B","A","B"
8,212,"A","B","A","B","NA","A","B","A","B"
8,213,"A","B","A","B","NA","A","B","A","B"
8,214,"A","B","A","B","NA","A","B","A","B"
8,215,"A","B","A","B","NA","A","B","A","B"
8,216,"A","B","A","B","NA","A","B","A","B"
8,217,"A","B","A","B","NA","A","B","A","B"
8,218,"A","B","A","B","NA","A","B","A","B"
8,219,"A","B","A","B","NA","A","B","A","B"
8,220,"A","B","A","B","NA","A","B","A","B"
8,221,"A","B","A","B","NA","A","B","A","B"
8,222,"A","B","A","B","NA","A","B","A","B"
8,223,"A","B","A","B","NA","A","B","A","B"
8,224,"A","B","A","B","NA","A","B","A","B"
8,225,"A","B","A","B","NA","A","B","A","B"
8,226,"A","B","A","B","NA","A","B","A","B"
8,227,"A","B","A","B","NA","A","B","A","B"
8,228,"A","B","A","B","NA","A","B","A","B"
8,229,"A","B","A","B","NA","A","B","A","B"
8,230,"A","B","A","B","NA","A","B","A","B"
8,231,"A","B","A","B","NA","A","B","A","B"
8,232,"A","B","A","B","NA","A","B","A","B"
8,233,"A","B","A","B","NA","A","B","A","B"
8,234,"A","B","A","B","NA","A","B","A","B"
8,235,"A","B","A","B","NA","A","B","A","B"
8,236,"A","B","A","B","NA","A","B","A","B"
8,237,"A","B","A","B","NA","A","B","A","B"
8,238,"A","B","A","B","NA","A","B","A","B"
8,239,"A","B","A","B","NA","A","B","A","B"
8,240,"A","B","A","B","NA","A","B","A","B"
8,241,"A","B","A","B","NA","A","B","A","B"
8,242,"A","B","A","B","NA","A","B","A","B"
8,243,"A","B","A","B","NA","A","B","A","B"
8,244,"A","B","A","B","NA","A","B","A","B"
8,245,"A","B","A","B","NA","A","B","A","B"
8,246,"A","B","A","B","NA","A","B","A","B"
8,247,"A","B","A","B","NA","A","B","A","B"
8,248,"A","B","A","B","NA","A","B","A","B"
8,249,"A","B","A","B","NA","A","B","A","B"
8,250,"A","B","A","B","NA","A","B","A","B"
8,251,"A","B","A","B","NA","A","B","A","B"
8,252,"A","B","A","B","NA","A","B","A","B"
8,253,"A","B","A","B","NA","A","B","A","B"
8,254,"A","B","A","B","NA","A","B","A","B"
8,255,"A","B","A","B","NA","A","B","A","B"
8,256,"A","B","A","B","NA","A","B","A","B"
8,257,"A","B","A","B","NA","A","B","A","B"
8,258,"A","B","A","B","NA","A","B","A","B"
8,259,"A","B","A","B","NA","A","B","A","B"
8,260,"A","B","A","B","NA","A","B","A","B"
8,261,"A","B","A","B","NA","A","B","A","B"
8,262,"A","B","A","B","NA","A","B","A","B"
8,263,"A","B","A","B","NA","A","B","A","B"
8,264,"A","B","A","B","NA","A","B","A","B"
8,265,"A","B","A","B","NA","A","B","A","B"
8,266,"A","B","A","B","NA","A","B","A","B"
8,267,"A","B","A","B","NA","A","B","A","B"
8,268,"A","B","A","B","NA","A","B","A","B"
8,269,"A","B","A","B","NA","A","B","A","B"
8,270,"A","B","A","B","NA","A","B","A","B"
8,271,"A","B","A","B","NA","A","B","A","B"
8,272,"A","B","A","B","NA","A","B","A","B"
8,273,"A","B","A","B","NA","A","B","A","B"
8,274,"A","B","A","B","NA","A","B","A","B"
8,275,"A","B","A","B","NA","A","B","A","B"
8,276,"A","B","A","B","NA","A","B","A","B"
8,277,"A","B","A","B","NA","A","B","A","B"
8,278,"A","B","A","B","NA","A","B","A","B"
8,279,"A","B","A","B","NA","A","B","A","B"
8,280,"A","B","A","B","NA","A","B","A","B"
8,281,"A","B","A","B","NA","A","B","A","B"
8,282,"A","B","A","B","NA","A","B","A","B"
8,283,"A","B","A","B","NA","A","B","A","B"
8,284,"A","B","A","B","NA","A","B","A","B"
8,285,"A","B","A","B","NA","A","B","A","B"
8,286,"A","B","A","B","NA","A","B","A","B"
8,287,"A","B","A","B","NA","A","B","A","B"
8,288,"A","B","A","B","NA","A","B","A","B"
8,289,"A","B","A","B","NA","A","B","A","B"
8,290,"A","B","A","B","NA","A","B","A","B"
8,291,"A","B","A","B","NA","A","B","A","B"
8,292,"A","B","A","B","NA","A","B","A","B"
8,293,"A","B","A","B","NA","A","B","A","B"
9,1,"A","B","A","B","NA","A","B","A","B"
9,2,"A","B","A","B","NA","A","B","A","B"
9,3,"A","B","A","B","NA","A","B","A","B"
9,4,"A","B","A","B","NA","A","B","A","B"
9,5,"A","B","A","B","NA","A","B","A","B"
9,6,"A","B","A","B","NA","A","B","A","B"
9,7,"A","B","A","B","NA","A","B","A","B"
9,8,"A","B","A","B","NA","A","B","A","B"
9,9,"A","B","A","B","NA","A","B","A","B"
9,10,"A","B","A","B","NA","A","B","A","B"
9,11,"A","B","A","B","NA","A","B","A","B"
9,12,"A","B","A","B","NA","A","B","A","B"
9,13,"A","B","A","B","NA","A","B","A","B"
9,14,"A","B","A","B","NA","A","B","A","B"
9,15,"A","B","A","B","NA","A","B","A","B"
9,16,"A","B","A","B","NA","A","B","A","B"
9,17,"A","B","A","B","NA","A","B","A","B"
9,18,"A","B","A","B","NA","A","B","A","B"
9,19,"A","B","A","B","NA","A","B","A","B"
9,20,"A","B","A","B","NA","A","B","A","B"
9,21,"A","B","A","B","NA","A","B","A","B"
9,22,"A","B","A","B","NA","A","B","A","B"
9,23,"A","B","A","B","NA","A","B","A","B"
9,24,"A","B","A","B","NA","A","B","A","B"
9,25,"A","B","A","B","NA","A","B","A","B"
9,26,"A","B","A","B","NA","A","B","A","B"
9,27,"A","B","A","B","NA","A","B","A","B"
9,28,"A","B","A","B","NA","A","B","A","B"
9,29,"A","B","A","B","NA","A","B","A","B"
9,30,"A","B","A","B","NA","A","B","A","B"
9,31,"A","B","A","B","NA","A","B","A","B"
9,32,"A","B","A","B","NA","A","B","A","B"
9,33,"A","B","A","B","NA","A","B","A","B"
9,34,"A","B","A","B","NA","A","B","A","B"
9,35,"A","B","A","B","NA","A","B","A","B"
9,36,"A","B","A","B","NA","A","B","A","B"
9,37,"A","B","A","B","NA","A","B","A","B"
9,38,"A","B","A","B","NA","A","B","A","B"
9,39,"A","B","A","B","NA","A","B","A","B"
9,40,"A","B","A","B","NA","A","B","A","B"
9,41,"A","B","A","B","NA","A","B","A","B"
9,42,"A","B","A","B","NA","A","B","A","B"
9,43,"A","B","A","B","NA","A","B","A","B"
9,44,"A","B","A","B","NA","A","B","A","B"
9,45,"A","B","A","B","NA","A","B","A","B"
9,46,"A","B","A","B","NA","A","B","A","B"
9,47,"A","B","A","B","NA","A","B","A","B"
9,48,"A","B","A","B","NA","A","B","A","B"
9,49,"A","B","A","B","NA","A","B","A","B"
9,50,"A","B","A","B","NA","A","B","A","B"
9,51,"A","B","A","B","NA","A","B","A","B"
9,52,"A","B","A","B","NA","A","B","A","B"
9,53,"A","B","A","B","NA","A","B","A","B"
9,54,"A","B","A","B","NA","A","B","A","B"
9,55,"A","B","A","B","NA","A","B","A","B"
9,56,"A","B","A","B","NA","A","B","A","B"
9,57,"A","B","A","B","NA","A","B","A","B"
9,58,"A","B","A","B","NA","A","B","A","B"
9,59,"A","B","A","B","NA","A","B","A","B"
9,60,"A","B","A","B","NA","A","B","A","B"
9,61,"A","B","A","B","NA","A","B","A","B"
9,62,"A","B","A","B","NA","A","B","A","B"
9,63,"A","B","A","B","NA","A","B","A","B"
9,64,"A","B","A","B","NA","A","B","A","B"
9,65,"A","B","A","B","NA","A","B","A","B"
9,66,"A","B","A","B","NA","A","B","A","B"
9,67,"A","B","A","B","NA","A","B","A","B"
9,68,"A","B","A","B","NA","A","B","A","B"
9,69,"A","B","A","B","NA","A","B","A","B"
9,70,"A","B","A","B","NA","A","B","A","B"
9,71,"A","B","A","B","NA","A","B","A","B"
9,72,"A","B","A","B","NA","A","B","A","B"
9,73,"A","B","A","B","NA","A","B","A","B"
9,74,"A","B","A","B","NA","A","B","A","B"
9,75,"A","B","A","B","NA","A","B","A","B"
9,76,"A","B","A","B","NA","A","B","A","B"
9,77,"A","B","A","B","NA","A","B","A","B"
9,78,"A","B","A","B","NA","A","B","A","B"
9,79,"A","B","A","B","NA","A","B","A","B"
9,80,"A","B","A","B","NA","A","B","A","B"
9,81,"A","B","A","B","NA","A","B","A","B"
9,82,"A","B","A","B","NA","A","B","A","B"
9,83,"A","B","A","B","NA","A","B","A","B"
9,84,"A","B","A","B","NA","A","B","A","B"
9,85,"A","B","A","B","NA","A","B","A","B"
9,86,"A","B","A","B","NA","A","B","A","B"
9,87,"A","B","A","B","NA","A","B","A","B"
9,88,"A","B","A","B","NA","A","B","A","B"
9,89,"A","B","A","B","NA","A","B","A","B"
9,90,"A","B","A","B","NA","A","B","A","B"
9,91,"A","B","A","B","NA","A","B","A","B"
9,92,"A","B","A","B","NA","A","B","A","B"
9,93,"A","B","A","B","NA","A","B","A","B"
9,94,"A","B","A","B","NA","A","B","A","B"
9,95,"A","B","A","B","NA","A","B","A","B"
9,96,"A","B","A","B","NA","A","B","A","B"
9,97,"A","B","A","B","NA","A","B","A","B"
9,98,"A","B","A","B","NA","A","B","A","B"
9,99,"A","B","A","B","NA","A","B","A","B"
9,100,"A","B","A","B","NA","A","B","A","B"
9,101,"A","B","A","B","NA","A","B","A","B"
9,102,"A","B","A","B","NA","A","B","A","B"
9,103,"A","B","A","B","NA","A","B","A","B"
9,104,"A","B","A","B","NA","A","B","A","B"
9,105,"A","B","A","B","NA","A","B","A","B"
9,106,"A","B","A","B","NA","A","B","A","B"
9,107,"A","B","A","B","NA","A","B","A","B"
9,108,"A","B","A","B","NA","A","B","A","B"
9,109,"A","B","A","B","NA","A","B","A","B"
9,110,"A","B","A","B","NA","A","B","A","B"
9,111,"A","B","A","B","NA","A","B","A","B"
9,112,"A","B","A","B","NA","A","B","A","B"
9,113,"A","B","A","B","NA","A","B","A","B"
9,114,"A","B","A","B","NA","A","B","A","B"
9,115,"A","B","A","B","NA","A","B","A","B"
9,116,"A","B","A","B","NA","A","B","A","B"
9,117,"A","B","A","B","NA","A","B","A","B"
9,118,"A","B","A","B","NA","A","B","A","B"
9,119,"A","B","A","B","NA","A","B","A","B"
9,120,"A","B","A","B","NA","A","B","A","B"
9,121,"A","B","A","B","NA","A","B","A","B"
9,122,"A","B","A","B","NA","A","B","A","B"
9,123,"A","B","A","B","NA","A","B","A","B"
9,124,"A","B","A","B","NA","A","B","A","B"
9,125,"A","B","A","B","NA","A","B","A","B"
9,126,"A","B","A","B","NA","A","B","A","B"
9,127,"A","B","A","B","NA","A","B","A","B"
9,128,"A","B","A","B","NA","A","B","A","B"
9,129,"A","B","A","B","NA","A","B","A","B"
9,130,"A","B","A","B","NA","A","B","A","B"
9,131,"A","B","A","B","NA","A","B","A","B"
9,132,"A","B","A","B","NA","A","B","A","B"
9,133,"A","B","A","B","NA","A","B","A","B"
9,134,"A","B","A","B","NA","A","B","A","B"
9,135,"A","B","A","B","NA","A","B","A","B"
9,136,"A","B","A","B","NA","A","B","A","B"
9,137,"A","B","A","B","NA","A","B","A","B"
9,138,"A","B","A","B","NA","A","B","A","B"
9,139,"A","B","A","B","NA","A","B","A","B"
9,140,"A","B","A","B","NA","A","B","A","B"
9,141,"A","B","A","B","NA","A","B","A","B"
9,142,"A","B","A","B","NA","A","B","A","B"
9,143,"A","B","A","B","NA","A","B","A","B"
9,144,"A","B","A","B","NA","A","B","A","B"
9,145,"A","B","A","B","NA","A","B","A","B"
9,146,"A","B","A","B","NA","A","B","A","B"
9,147,"A","B","A","B","NA","A","B","A","B"
9,148,"A","B","A","B","NA","A","B","A","B"
9,149,"A","B","A","B","NA","A","B","A","B"
9,150,"A","B","A","B","NA","A","B","A","B"
9,151,"A","B","A","B","NA","A","B","A","B"
9,152,"A","B","A","B","NA","A","B","A","B"
9,153,"A","B","A","B","NA","A","B","A","B"
9,154,"A","B","A","B","NA","A","B","A","B"
9,155,"A","B","A","B","NA","A","B","A","B"
9,156,"A","B","A","B","NA","A","B","A","B"
9,157,"A","B","A","B","NA","A","B","A","B"
9,158,"A","B","A","B","NA","A","B","A","B"
9,159,"A","B","A","B","NA","A","B","A","B"
9,160,"A","B","A","B","NA","A","B","A","B"
9,161,"A","B","A","B","NA","A","B","A","B"
9,162,"A","B","A","B","NA","A","B","A","B"
9,163,"A","B","A","B","NA","A","B","A","B"
9,164,"A","B","A","B","NA","A","B","A","B"
9,165,"A","B","A","B","NA","A","B","A","B"
9,166,"A","B","A","B","NA","A","B","A","B"
9,167,"A","B","A","B","NA","A","B","A","B"
9,168,"A","B","A","B","NA","A","B","A","B"
9,169,"A","B","A","B","NA","A","B","A","B"
9,170,"A","B","A","B","NA","A","B","A","B"
9,171,"A","B","A","B","NA","A","B","A","B"
9,172,"A","B","A","B","NA","A","B","A","B"
9,173,"A","B","A","B","NA","A","B","A","B"
9,174,"A","B","A","B","NA","A","B","A","B"
9,175,"A","B","A","B","NA","A","B","A","B"
9,176,"A","B","A","B","NA","A","B","A","B"
9,177,"A","B","A","B","NA","A","B","A","B"
9,178,"A","B","A","B","NA","A","B","A","B"
9,179,"A","B","A","B","NA","A","B","A","B"
9,180,"A","B","A","B","NA","A","B","A","B"
9,181,"A","B","A","B","NA","A","B","A","B"
9,182,"A","B","A","B","NA","A","B","A","B"
9,183,"A","B","A","B","NA","A","B","A","B"
9,184,"A","B","A","B","NA","A","B","A","B"
9,185,"A","B","A","B","NA","A","B","A","B"
9,186,"A","B","A","B","NA","A","B","A","B"
9,187,"A","B","A","B","NA","A","B","A","B"
9,188,"A","B","A","B","NA","A","B","A","B"
9,189,"A","B","A","B","NA","A","B","A","B"
9,190,"A","B","A","B","NA","A","B","A","B"
9,191,"A","B","A","B","NA","A","B","A","B"
9,192,"A","B","A","B","NA","A","B","A","B"
9,193,"A","B","A","B","NA","A","B","A","B"
9,194,"A","B","A","B","NA","A","B","A","B"
9,195,"A","B","A","B","NA","A","B","A","B"
9,196,"A","B","A","B","NA","A","B","A","B"
9,197,"A","B","A","B","NA","A","B","A","B"
9,198,"A","B","A","B","NA","A","B","A","B"
9,199,"A","B","A","B","NA","A","B","A","B"
9,200,"A","B","A","B","NA","A","B","A","B"
9,201,"A","B","A","B","NA","A","B","A","B"
9,202,"A","B","A","B","NA","A","B","A","B"
9,203,"A","B","A","B","NA","A","B","A","B"
9,204,"A","B","A","B","NA","A","B","A","B"
9,205,"A","B","A","B","NA","A","B","A","B"
9,206,"A","B","A","B","NA","A","B","A","B"
9,207,"A","B","A","B","NA","A","B","A","B"
9,208,"A","B","A","B","NA","A","B","A","B"
9,209,"A","B","A","B","NA","A","B","A","B"
9,210,"A","B","A","B","NA","A","B","A","B"
9,211,"A","B","A","B","NA","A","B","A","B"
9,212,"A","B","A","B","NA","A","B","A","B"
9,213,"A","B","A","B","NA","A","B","A","B"
9,214,"A","B","A","B","NA","A","B","A","B"
9,215,"A","B","A","B","NA","A","B","A","B"
9,216,"A","B","A","B","NA","A","B","A","B"
9,217,"A","B","A","B","NA","A","B","A","B"
9,218,"A","B","A","B","NA","A","B","A","B"
9,219,"A","B","A","B","NA","A","B","A","B"
9,220,"A","B","A","B","NA","A","B","A","B"
9,221,"A","B","A","B","NA","A","B","A","B"
9,222,"A","B","A","B","NA","A","B","A","B"
9,223,"A","B","A","B","NA","A","B","A","B"
9,224,"A","B","A","B","NA","A","B","A","B"
9,225,"A","B","A","B","NA","A","B","A","B"
9,226,"A","B","A","B","NA","A","B","A","B"
9,227,"A","B","A","B","NA","A","B","A","B"
9,228,"A","B","A","B","NA","A","B","A","B"
9,229,"A","B","A","B","NA","A","B","A","B"
9,230,"A","B","A","B","NA","A","B","A","B"
9,231,"A","B","A","B","NA","A","B","A","B"
9,232,"A","B","A","B","NA","A","B","A","B"
9,233,"A","B","A","B","NA","A","B","A","B"
9,234,"A","B","A","B","NA","A","B","A","B"
9,235,"A","B","A","B","NA","A","B","A","B"
9,236,"A","B","A","B","NA","A","B","A","B"
9,237,"A","B","A","B","NA","A","B","A","B"
9,238,"A","B","A","B","NA","A","B","A","B"
9,239,"A","B","A","B","NA","A","B","A","B"
9,240,"A","B","A","B","NA","A","B","A","B"
9,241,"A","B","A","B","NA","A","B","A","B"
9,242,"A","B","A","B","NA","A","B","A","B"
9,243,"A","B","A","B","NA","A","B","A","B"
9,244,"A","B","A","B","NA","A","B","A","B"
9,245,"A","B","A","B","NA","A","B","A","B"
9,246,"A","B","A","B","NA","A","B","A","B"
9,247,"A","B","A","B","NA","A","B","A","B"
9,248,"A","B","A","B","NA","A","B","A","B"
9,249,"A","B","A","B","NA","A","B","A","B"
9,250,"A","B","A","B","NA","A","B","A","B"
9,251,"A","B","A","B","NA","A","B","A","B"
9,252,"A","B","A","B","NA","A","B","A","B"
9,253,"A","B","A","B","NA","A","B","A","B"
9,254,"A","B","A","B","NA","A","B","A","B"
9,255,"A","B","A","B","NA","A","B","A","B"
9,256,"A","B","A","B","NA","A","B","A","B"
9,257,"A","B","A","B","NA","A","B","A","B"
9,258,"A","B","A","B","NA","A","B","A","B"
9,259,"A","B","A","B","NA","A","B","A","B"
9,260,"A","B","A","B","NA","A","B","A","B"
9,261,"A","B","A","B","NA","A","B","A","B"
9,262,"A","B","A","B","NA","A","B","A","B"
9,263,"A","B","A","B","NA","A","B","A","B"
9,264,"A","B","A","B","NA","A","B","A","B"
9,265,"A","B","A","B","NA","A","B","A","B"
9,266,"A","B","A","B","NA","A","B","A","B"
9,267,"A","B","A","B","NA","A","B","A","B"
9,268,"A","B","A","B","NA","A","B","A","B"
9,269,"A","B","A","B","NA","A","B","A","B"
9,270,"A","B","A","B","NA","A","B","A","B"
9,271,"A","B","A","B","NA","A","B","A","B"
9,272,"A","B","A","B","NA","A","B","A","B"
9,273,"A","B","A","B","NA","A","B","A","B"
9,274,"A","B","A","B","NA","A","B","A","B"
9,275,"A","B","A","B","NA","A","B","A","B"
